,Rank,Team,Change,Prior,Date,Division
20,21,Swarthmore,1,22,11/21/16,D3_WOMEN
21,22,Wellesley,1,23,11/21/16,D3_WOMEN
22,23,Stonehill,,-,11/21/16,D3_WOMEN
23,24,Trinity,-,24,11/21/16,D3_WOMEN
24,25,Georgia College,-,25,11/21/16,D3_WOMEN
0,1,Bowdoin,-,1,11/21/16,D3_WOMEN
1,2,Truman State,1,3,11/21/16,D3_WOMEN
2,3,Claremont,4,7,11/21/16,D3_WOMEN
3,4,Mount Holyoke,,-,11/21/16,D3_WOMEN
4,5,Haverford and Bryn Mawr,-1,4,11/21/16,D3_WOMEN
5,6,Puget Sound,-4,2,11/21/16,D3_WOMEN
6,7,Rice,-1,6,11/21/16,D3_WOMEN
7,8,Luther,-,8,11/21/16,D3_WOMEN
8,9,Carleton Eclipse,-,9,11/21/16,D3_WOMEN
9,10,St. Olaf,-5,5,11/21/16,D3_WOMEN
10,11,Grinnell,-,11,11/21/16,D3_WOMEN
11,12,John Brown,-,12,11/21/16,D3_WOMEN
12,13,Williams,-,13,11/21/16,D3_WOMEN
13,14,Valparaiso,4,18,11/21/16,D3_WOMEN
14,15,Messiah,7,22,11/21/16,D3_WOMEN
15,16,Bates,-,16,11/21/16,D3_WOMEN
16,17,Harding,-7,10,11/21/16,D3_WOMEN
17,18,Lehigh,-3,15,11/21/16,D3_WOMEN
18,19,Elon,-5,14,11/21/16,D3_WOMEN
19,20,Hamilton,-3,17,11/21/16,D3_WOMEN
20,21,Missouri S&T,-2,19,11/21/16,D3_WOMEN
21,22,Swarthmore,,-,11/21/16,D3_WOMEN
22,23,Wellesley,,-,11/21/16,D3_WOMEN
23,24,Trinity,,-,11/21/16,D3_WOMEN
24,25,Georgia College,-,25,11/21/16,D3_WOMEN
0,1,Bowdoin,-,1,11/21/16,D3_WOMEN
1,2,Puget Sound,-,2,11/21/16,D3_WOMEN
2,3,Truman State,3,6,11/21/16,D3_WOMEN
3,4,Haverford and Bryn Mawr,-1,3,11/21/16,D3_WOMEN
4,5,St. Olaf,-1,4,11/21/16,D3_WOMEN
5,6,Rice,-1,5,11/21/16,D3_WOMEN
6,7,Claremont,2,9,11/21/16,D3_WOMEN
7,8,Luther,2,10,11/21/16,D3_WOMEN
8,9,Carleton Eclipse,2,11,11/21/16,D3_WOMEN
9,10,Harding,7,17,11/21/16,D3_WOMEN
10,11,Grinnell,11,22,11/21/16,D3_WOMEN
11,12,John Brown,-5,7,11/21/16,D3_WOMEN
12,13,Williams,-5,8,11/21/16,D3_WOMEN
13,14,Elon,4,18,11/21/16,D3_WOMEN
14,15,Lehigh,-2,13,11/21/16,D3_WOMEN
15,16,Bates,-2,14,11/21/16,D3_WOMEN
16,17,Hamilton,-2,15,11/21/16,D3_WOMEN
17,18,Valparaiso,-2,16,11/21/16,D3_WOMEN
18,19,Missouri S&T,1,20,11/21/16,D3_WOMEN
19,20,Davidson,1,21,11/21/16,D3_WOMEN
20,21,Oberlin,2,23,11/21/16,D3_WOMEN
21,22,Messiah,2,24,11/21/16,D3_WOMEN
22,23,St. Benedict,-4,19,11/21/16,D3_WOMEN
23,24,UNC Asheville,-12,12,11/21/16,D3_WOMEN
24,25,Georgia College,,-,11/21/16,D3_WOMEN
0,1,Bowdoin,,,11/21/16,D3_WOMEN
1,2,Puget Sound,,,11/21/16,D3_WOMEN
2,3,Haverford and Bryn Mawr,,,11/21/16,D3_WOMEN
3,4,St. Olaf,,,11/21/16,D3_WOMEN
4,5,Rice,,,11/21/16,D3_WOMEN
5,6,Truman State,,,11/21/16,D3_WOMEN
6,7,John Brown,,,11/21/16,D3_WOMEN
7,8,Williams,,,11/21/16,D3_WOMEN
8,9,Claremont,,,11/21/16,D3_WOMEN
9,10,Luther,,,11/21/16,D3_WOMEN
10,11,Carleton Eclipse,,,11/21/16,D3_WOMEN
11,12,UNC Asheville,,,11/21/16,D3_WOMEN
12,13,Lehigh,,,11/21/16,D3_WOMEN
13,14,Bates,,,11/21/16,D3_WOMEN
14,15,Hamilton,,,11/21/16,D3_WOMEN
15,16,Valparaiso,,,11/21/16,D3_WOMEN
16,17,Harding,,,11/21/16,D3_WOMEN
17,18,Elon,,,11/21/16,D3_WOMEN
18,19,St. Benedict,,,11/21/16,D3_WOMEN
19,20,Missouri S&T,,,11/21/16,D3_WOMEN
20,21,Davidson,,,11/21/16,D3_WOMEN
21,22,Grinnell,,,11/21/16,D3_WOMEN
22,23,Oberlin,,,11/21/16,D3_WOMEN
23,24,Messiah,,,11/21/16,D3_WOMEN
24,25,Pacific Lutheran,,,11/21/16,D3_WOMEN
0,1,Rice,1,2,4/3/15,D3_WOMEN
1,2,Truman State,-1,1,4/3/15,D3_WOMEN
2,3,Grinnell,5,8,4/3/15,D3_WOMEN
3,4,Valparaiso,8,12,4/3/15,D3_WOMEN
4,5,Williams,-2,3,4/3/15,D3_WOMEN
5,6,Claremont,-1,5,4/3/15,D3_WOMEN
6,7,Wake Forest,-3,4,4/3/15,D3_WOMEN
7,8,Puget Sound,2,10,4/3/15,D3_WOMEN
8,9,St. Benedict,5,14,4/3/15,D3_WOMEN
9,10,St. Olaf,-1,9,4/3/15,D3_WOMEN
10,11,Haverford and Bryn Mawr,-5,6,4/3/15,D3_WOMEN
11,12,Carleton Eclipse,1,13,4/3/15,D3_WOMEN
12,13,Elon,4,17,4/3/15,D3_WOMEN
13,14,Mount Holyoke,7,21,4/3/15,D3_WOMEN
14,15,Harding,1,16,4/3/15,D3_WOMEN
15,16,Davidson,-5,11,4/3/15,D3_WOMEN
16,17,Wooster,1,18,4/3/15,D3_WOMEN
17,18,Lehigh,,-,4/3/15,D3_WOMEN
18,19,John Brown,6,25,4/3/15,D3_WOMEN
19,20,Swarthmore,-1,19,4/3/15,D3_WOMEN
20,21,Messiah,-6,15,4/3/15,D3_WOMEN
21,22,Pacific Lutheran,1,23,4/3/15,D3_WOMEN
22,23,Ohio Wesleyan,,-,4/3/15,D3_WOMEN
23,24,UNC Asheville,,-,4/3/15,D3_WOMEN
24,25,Georgia College,-3,22,4/3/15,D3_WOMEN
0,1,Truman State,,,4/3/15,D3_WOMEN
1,2,Rice,,,4/3/15,D3_WOMEN
2,3,Williams,,,4/3/15,D3_WOMEN
3,4,Wake Forest,,,4/3/15,D3_WOMEN
4,5,Claremont,,,4/3/15,D3_WOMEN
5,6,Haverford and Bryn Mawr,,,4/3/15,D3_WOMEN
6,7,Bowdoin,,,4/3/15,D3_WOMEN
7,8,Grinnell,,,4/3/15,D3_WOMEN
8,9,St. Olaf,,,4/3/15,D3_WOMEN
9,10,Puget Sound,,,4/3/15,D3_WOMEN
10,11,Davidson,,,4/3/15,D3_WOMEN
11,12,Valparaiso,,,4/3/15,D3_WOMEN
12,13,Carleton Eclipse,,,4/3/15,D3_WOMEN
13,14,St. Benedict,,,4/3/15,D3_WOMEN
14,15,Messiah,,,4/3/15,D3_WOMEN
15,16,Harding,,,4/3/15,D3_WOMEN
16,17,Elon,,,4/3/15,D3_WOMEN
17,18,Wooster,,,4/3/15,D3_WOMEN
18,19,Swarthmore,,,4/3/15,D3_WOMEN
19,20,Luther,,,4/3/15,D3_WOMEN
20,21,Mount Holyoke,,,4/3/15,D3_WOMEN
21,22,Georgia College,,,4/3/15,D3_WOMEN
22,23,Pacific Lutheran,,,4/3/15,D3_WOMEN
23,24,Richmond,,,4/3/15,D3_WOMEN
24,25,John Brown,,,4/3/15,D3_WOMEN
0,1,Rice,-,1,3/24/14,D3_WOMEN
1,2,Carleton Eclipse,1,3,3/24/14,D3_WOMEN
2,3,Pacific Lutheran,1,4,3/24/14,D3_WOMEN
3,4,Bowdoin,-2,2,3/24/14,D3_WOMEN
4,5,St. Benedict,2,7,3/24/14,D3_WOMEN
5,6,Williams,-1,5,3/24/14,D3_WOMEN
6,7,Valparaiso,-1,6,3/24/14,D3_WOMEN
7,8,Princeton,1,9,3/24/14,D3_WOMEN
8,9,Elon,1,10,3/24/14,D3_WOMEN
9,10,Georgia College,1,11,3/24/14,D3_WOMEN
10,11,Harding,1,12,3/24/14,D3_WOMEN
11,12,St. Olaf,1,13,3/24/14,D3_WOMEN
12,13,Truman State,-5,8,3/24/14,D3_WOMEN
13,14,Lehigh,-,14,3/24/14,D3_WOMEN
14,15,Bentley,-,15,3/24/14,D3_WOMEN
15,16,Drake,,-,3/24/14,D3_WOMEN
16,17,Claremont,-1,16,3/24/14,D3_WOMEN
17,18,Stonehill,,-,3/24/14,D3_WOMEN
18,19,Richmond,-2,17,3/24/14,D3_WOMEN
19,20,Mary Washington,-2,18,3/24/14,D3_WOMEN
20,21,Davidson,-2,19,3/24/14,D3_WOMEN
21,22,Haverford and Bryn Mawr,-2,20,3/24/14,D3_WOMEN
22,23,Grinnell,-2,21,3/24/14,D3_WOMEN
23,24,Wellesley,-2,22,3/24/14,D3_WOMEN
24,25,Mount Holyoke,,-,3/24/14,D3_WOMEN
0,1,Rice,,,3/24/14,D3_WOMEN
1,2,Bowdoin,,,3/24/14,D3_WOMEN
2,3,Carleton Eclipse,,,3/24/14,D3_WOMEN
3,4,Pacific Lutheran,,,3/24/14,D3_WOMEN
4,5,Williams,,,3/24/14,D3_WOMEN
5,6,Valparaiso,,,3/24/14,D3_WOMEN
6,7,St. Benedict,,,3/24/14,D3_WOMEN
7,8,Truman State,,,3/24/14,D3_WOMEN
8,9,Princeton,,,3/24/14,D3_WOMEN
9,10,Elon,,,3/24/14,D3_WOMEN
10,11,Georgia College,,,3/24/14,D3_WOMEN
11,12,Harding,,,3/24/14,D3_WOMEN
12,13,St. Olaf,,,3/24/14,D3_WOMEN
13,14,Lehigh,,,3/24/14,D3_WOMEN
14,15,Bentley,,,3/24/14,D3_WOMEN
15,16,Claremont,,,3/24/14,D3_WOMEN
16,17,Richmond,,,3/24/14,D3_WOMEN
17,18,Mary Washington,,,3/24/14,D3_WOMEN
18,19,Davidson,,,3/24/14,D3_WOMEN
19,20,Haverford and Bryn Mawr,,,3/24/14,D3_WOMEN
20,21,Grinnell,,,3/24/14,D3_WOMEN
21,22,Wellesley,,,3/24/14,D3_WOMEN
22,23,Smith,,,3/24/14,D3_WOMEN
23,24,Williamette,,,3/24/14,D3_WOMEN
24,25,Amherst,,,3/24/14,D3_WOMEN
